"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_length_mm","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size","Adult_svl_cm","Longevity_d","Generation_length_d"
"250","Crocidura canariensis","Carnivore","Nocturnal","5","FALSE","0","0","1","0","0","0","0","1","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,7.5,NA,NA,2.1,NA,NA,409.171225
"251","Crocidura caspica","Carnivore","Nocturnal","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,10.42,174.81306,1461,4.02,8.2,1077.4875,427.67965
"252","Crocidura ichnusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Soricomorpha","Soricidae","Crocidura",NA,NA,NA,NA,NA,NA,NA,NA
"253","Crocidura leucodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Soricomorpha","Soricidae","Crocidura",NA,NA,NA,NA,NA,NA,NA,NA
"254","Crocidura russula","Carnivore","Nocturnal","5","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,9.89,70.94,1314,4.04,8.2145,1168.8,448.652
"255","Crocidura serezkyensis","Carnivore","Nocturnal","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,9.253670278,NA,NA,NA,NA,NA,409.171225
"256","Crocidura sicula","Carnivore","Nocturnal","5","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,8.87,93.04,1461,4.38,8.65,1095.75,409.171225
"257","Crocidura suaveolens","Carnivore","Other","9","TRUE","0","0","1","1","0","1","0","0","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,7.35,169.485,986.256,3.745,8.2,986.175,369.69045
"258","Crocidura zimmermanni","Carnivore","Nocturnal","2",NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",NA,10.35,75,1461,4.04,8.2145,1168.8,409.171225
"259","Cuculus canorus","Carnivore","Other","9","TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Aves","Cuculiformes","Cuculidae","Cuculus",NA,111.43,365,4717.813,9.2,NA,4714.769,2542.14
"260","Cuculus saturatus","Carnivore","Other","18","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Aves","Cuculiformes","Cuculidae","Cuculus",NA,88.8,NA,NA,NA,NA,NA,2542.14
"261","Cursorius cursor","Carnivore","Other","12",NA,"0","0","1","1","0","0","0","1","0","0","0","0","0","Aves","Charadriiformes","Glareolidae","Cursorius",NA,134,363.468,NA,2,NA,NA,2648.062
"262","Cyanistes caeruleus","Carnivore","Other","36","TRUE","1","0","1","0","0","0","0","1","0","0","1","0","0","Aves","Passeriformes","Paridae","Cyanistes",NA,11.85,365,5332.65,8,NA,4778.627,1615.679
"263","Cyanistes cyanus","Carnivore","Other","7","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Paridae","Cyanistes",NA,14.62,NA,NA,9.4,NA,NA,1544.567
"264","Cyanopica cyanus","Carnivore","Other","10","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Corvidae","Cyanopica",NA,95.91,NA,NA,6,34,NA,2188.637
"265","Cygnus columbianus","Herbivore","Other","6","TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Cygnus",NA,6377.96,865.5345,8802.525,4,135,8142.031,4652.905
"266","Cygnus cygnus","Herbivore","Other","3","TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Anseriformes","Anatidae","Cygnus",NA,9413,1458.468,9679.125,4.920659,152.5,9192.125,4509.669
"267","Cygnus olor","Herbivore","Other","11","TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Cygnus",NA,10682.04,1139.284,25567.5,5.95,142.5,10114.32,4449.988
"268","Cyrtopodion scabrum","Carnivore","Nocturnal","4","TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Cyrtopodion",NA,2.8,NA,1461,1.97993093481637,4.766,NA,NA
"269","Dalmatolacerta oxycephala","Carnivore","Other","4","TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Dalmatolacerta",NA,6.16,NA,1406.2125,3.40016505804071,5.8555,NA,NA
"270","Dama dama","Herbivore","Other","6","FALSE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Dama",NA,57224.61,527.175,8890.875,1.035,175,7706.775,2946.007875
"271","Darevskia alpina",NA,"Other","3","FALSE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.31412266569452,NA,NA,4.00036851046125,NA,NA,NA
"272","Darevskia armeniaca","Carnivore","Other","4","FALSE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,3.737768158,1278.48,2008.875,4.00036851046125,5.35,1059.225,NA
"273","Darevskia bendimahiensis","Carnivore","Other","2","FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,5.9920579753016,NA,NA,1.99993093481637,NA,NA,NA
"274","Darevskia brauneri","Carnivore","Other","7","TRUE","1","0","0","0","0","1","0","0","0","1","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,6.9041272945,730.56,4748.25,4,NA,NA,NA
"275","Darevskia caucasica","Carnivore","Other","4","FALSE","1","0","0","0","1","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.00727649209986,730.56,1095.75,4.00036851046125,NA,1059.225,NA
"276","Darevskia chlorogaster","Carnivore","Other","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.53783332025399,NA,NA,6.49980009683025,6.019,NA,NA
"277","Darevskia clarkorum","Omnivore","Other","3","TRUE","1","0","0","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.6,730.56,4383,NA,NA,NA,NA
"278","Darevskia daghestanica",NA,"Other","2","FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,4.59070943357267,NA,NA,3,NA,NA,NA
"279","Darevskia dahli","Carnivore","Other","6","TRUE","1","0","0","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,5.323201815,1278.48,2191.5,3.50025754158434,NA,NA,NA
"280","Darevskia derjugini","Carnivore","Other","4","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,5.335,730.56,2922,4.49993516936075,5.7005,NA,NA
"281","Darevskia dryada",NA,"Other","2","FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,8.8,NA,3287.25,NA,NA,NA,NA
"282","Darevskia lindholmi","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Lacertidae","Darevskia",NA,9.78618610477905,NA,NA,4.00018425523063,NA,NA,NA
"283","Darevskia mixta","Carnivore","Other","4","FALSE","0","0","1","1","1","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,5.8239504207224,NA,NA,3,NA,NA,NA
"284","Darevskia parvula","Carnivore","Other","4","FALSE","1","0","1","0","1","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,4.54679137706151,547.92,2922,2.99985318119079,5.151,NA,NA
"285","Darevskia portschinskii","Carnivore","Other","2","FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,3.48,NA,1643.625,3.50025754158434,5.285,1059.225,NA
"286","Darevskia praticola","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Lacertidae","Darevskia",NA,4.43251756373493,NA,3122.8875,4.9275300881057,5.7,NA,NA
"287","Darevskia raddei","Carnivore","Other","4","FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,4.831253478,913.2,1643.625,4.00018425523063,5.857,1059.225,NA
"288","Darevskia rostombekowi","Carnivore","Other","2","FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,3.86756148688319,1643.76,2191.5,2.65,5.212,NA,NA
"289","Darevskia rudis","Omnivore","Other","5","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.93,NA,2008.875,5,6.987,1059.225,NA
"290","Darevskia sapphirina","Carnivore","Other","2","FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,4.35511873685569,913.2,2191.5,3.50012877079217,NA,NA,NA
"291","Darevskia saxicola","Omnivore","Other","1","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.625,730.56,1862.775,4.00036851046125,6.2515,1059.225,NA
"292","Darevskia unisexualis","Carnivore","Other","1","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,4.9,1278.48,2739.375,5.00034534976978,5.929,NA,NA
"293","Darevskia uzzelli","Carnivore","Other","2","FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,5.1,913.2,2191.5,NA,NA,NA,NA
"294","Darevskia valentini","Carnivore","Other","4","FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",NA,7.8,1278.48,1826.25,5.19997998266758,6.948,1059.225,NA
"295","Delichon urbicum",NA,NA,"10","TRUE","1","1","0","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Hirundinidae","Delichon",NA,16.775,365,5478.75,4,NA,5296.125,1569.533
"296","Dendrocopos major","Carnivore","Other","8","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Piciformes","Picidae","Dendrocopos",NA,86.47,365,4638.675,5.615,22,4632.587,1896.51
"297","Dendrocopos syriacus","Carnivore","Other","7","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Piciformes","Picidae","Dendrocopos",NA,76.75,NA,3987.313,5,23,3987.313,1896.51
"298","Dendrocoptes medius","Carnivore","Other","3","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Piciformes","Picidae","Dendrocoptes",NA,63.25,365,2922,5.64,21,2922,1896.51
"299","Desmana moschata","Carnivore","Nocturnal","2","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Talpidae","Desmana",NA,427.64,150.96256,3652.5,4.35,24.8335,2890.040625,759.1857214
"300","Dicrostonyx torquatus","Herbivore","Nocturnal","5","FALSE","0","0","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Dicrostonyx",NA,78.77,91.308,1387.95,3.85,15.7,1369.6875,479.2934
"301","Dinarolacerta montenegrina","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Lacertidae","Dinarolacerta",NA,6.08368164794253,NA,NA,NA,NA,NA,NA
"302","Dinarolacerta mosorensis","Carnivore","Other","4","FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Dinarolacerta",NA,6.105,1095.84,3287.25,4.75006989383119,6.4475,NA,NA
"303","Dinaromys bogdanovi","Herbivore","Nocturnal","1","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Dinaromys",NA,56,NA,NA,2.5,15.2,NA,589.3882991
"304","Diplomesodon pulchellum","Carnivore","Nocturnal","1","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Diplomesodon",NA,10.75,NA,NA,4.9925,7.6,NA,379.2929563
"305","Dipodillus dasyurus","Omnivore","Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Muridae","Dipodillus",NA,25.5,NA,639.1875,4.01,10.6525,639.1875,951.2818
"306","Dipus sagitta","Omnivore","Nocturnal","2","FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Dipus",NA,87.325,83.699,304.37499987825,3.4625,15.7,304.37499987825,726.1971375
"307","Discoglossus galganoi","Carnivore","Other","10","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Alytidae","Discoglossus",77.5,21.8,1095.75,3287.25,900,NA,NA,NA
"308","Discoglossus jeanneae","Carnivore","Other","8","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Alytidae","Discoglossus",67.5,NA,NA,NA,1500,NA,NA,NA
"309","Discoglossus montalentii","Carnivore","Other","3","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Alytidae","Discoglossus",70,NA,NA,NA,1000,NA,NA,NA
"310","Discoglossus pictus","Carnivore","Other","13","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Alytidae","Discoglossus",77.5,22.05,1461,NA,755,NA,NA,NA
"311","Discoglossus sardus","Carnivore","Other","5","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Anura","Alytidae","Discoglossus",72.5,NA,1095.75,NA,1000,NA,NA,NA
"312","Dolichophis caspius",NA,NA,"8","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",NA,1200.5,NA,NA,10,NA,NA,NA
"313","Dolichophis jugularis","Carnivore","Other","9","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",NA,1199.49930314938,NA,3762.075,9.5,NA,NA,NA
"314","Dolichophis schmidti",NA,NA,"8","TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",NA,386.6,NA,NA,9,NA,NA,NA
"315","Dryobates minor","Carnivore","Other","12","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Piciformes","Picidae","Dryobates",NA,20,365,3591.625,5.9,15,3579.45,1896.51
"316","Dryocopus martius","Carnivore","Other","6","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Piciformes","Picidae","Dryocopus",NA,318.25,364.617,5113.5,4.8,50,5113.5,2542.14
"317","Dryomys laniger","Omnivore","Nocturnal","1","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Dryomys",NA,22.955,NA,NA,4.18,11.75,NA,879.124225
"318","Dryomys nitedula","Omnivore","Nocturnal","8","TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Dryomys",NA,29.5,NA,1478.25,3.24,11.75,1461,879.124225
"319","Egretta garzetta","Carnivore","Other","90","TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Pelecaniformes","Ardeidae","Egretta",NA,312,364.617,8159.685,4,60,8151.163,2396.796
"320","Eirenis aurolineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,18.1985042930499,NA,NA,NA,NA,NA,NA
"321","Eirenis barani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,19.382109819733,NA,NA,NA,NA,NA,NA
"322","Eirenis coronella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,5.99895538127755,NA,NA,NA,NA,NA,NA
"323","Eirenis coronelloides","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,6.391226155,NA,2556.75,NA,NA,NA,NA
"324","Eirenis decemlineatus","Carnivore","Other","6","TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",NA,48.006156715,NA,7305,6,NA,NA,NA
"325","Eirenis eiselti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,11.4275647072277,NA,NA,NA,NA,NA,NA
"326","Eirenis hakkariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,NA,NA,NA,NA,NA,NA,NA
"327","Eirenis levantinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,16.5098089911451,NA,NA,NA,NA,NA,NA
"328","Eirenis lineomaculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,6.29753091428599,NA,NA,NA,NA,NA,NA
"329","Eirenis medus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,5.99895538127755,NA,NA,NA,NA,NA,NA
"330","Eirenis modestus",NA,NA,"5","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",NA,32.0313466225273,NA,NA,5.5,NA,NA,NA
"331","Eirenis persicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,142.530379680109,NA,NA,NA,NA,NA,NA
"332","Eirenis punctatolineatus",NA,NA,"4","FALSE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",NA,32.0313466225273,NA,NA,7,NA,NA,NA
"333","Eirenis rothii","Carnivore","Nocturnal","2","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",NA,6.3027781371042,NA,3615.975,3,NA,NA,NA
"334","Eirenis thospitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Eirenis",NA,17.9775647072277,NA,NA,NA,NA,NA,NA
"335","Elanus caeruleus","Carnivore","Other","7","TRUE","0","1","1","1","0","0","0","1","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Elanus",NA,259.76,363.468,2191.5,3.5,34,2191.5,2413.68
"336","Elaphe dione",NA,NA,"8","TRUE","1","0","1","1","1","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",NA,117.209768277407,NA,NA,9.5,NA,NA,NA
"337","Elaphe quatuorlineata",NA,"Other","5","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",NA,3394.15,NA,1899.3,10.75,NA,1789.725,NA
"338","Elaphe sauromates","Carnivore","Other","10","TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",NA,434.828576896871,NA,3360.3,11,NA,1680.15,NA
"339","Eliomys melanurus","Omnivore","Nocturnal","4","FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Eliomys",NA,100.36,456.424,2263.775,4.99,13.874,2008.875,1013.94125
"340","Eliomys quercinus","Omnivore","Nocturnal","4","FALSE","1","0","0","0","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Eliomys",NA,114.805,511.392,2008.875,4.99,15.687,2008.875,1013.94125
"341","Ellobius lutescens","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Ellobius",NA,117.31,NA,NA,4.165,15,NA,766.22453
"342","Ellobius talpinus","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Ellobius",NA,39.5,92.61585,213.06249987825,3.6525,15,213.06249987825,589.3882991
"343","Emberiza aureola","Herbivore","Other","9","TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,19.6,NA,2556.75,4,NA,2556.75,1326.794
"344","Emberiza bruniceps","Herbivore","Other","6","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,24.5,NA,NA,4.5,NA,NA,1326.794
"345","Emberiza buchanani","Herbivore","Other","6","TRUE","0","0","0","0","0","1","0","1","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,21.2,NA,NA,4.5,NA,NA,1326.794
"346","Emberiza caesia","Omnivore","Other","7","TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,19.9,NA,NA,4.5,NA,NA,1326.794
"347","Emberiza calandra","Herbivore","Other","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,48.75,364.617,3865.562,4.5,NA,3835.125,1606.361
"348","Emberiza cia","Herbivore","Other","4","TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,23.43,NA,NA,4.1,NA,NA,1326.794
"349","Emberiza cineracea","Omnivore","Other","8","TRUE","0","0","1","0","0","1","0","1","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,24.3,NA,NA,4.7,NA,NA,1326.794
"350","Emberiza cirlus","Herbivore","Other","4","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,25.6,365,2228.025,3.5,NA,2224.92,1326.794
"351","Emberiza citrinella","Herbivore","Other","5","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,29.7,364.617,4839.562,3.9,NA,4748.25,1335.606
"352","Emberiza hortulana","Carnivore","Other","9","TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,19.9,NA,2495.875,4.5,NA,2130.869,1326.794
"353","Emberiza leucocephalos","Herbivore","Other","6","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,28.3,NA,NA,4.5,NA,NA,1326.794
"354","Emberiza melanocephala","Herbivore","Other","12","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,28.35,NA,4017.75,3.9,NA,3835.125,1326.794
"355","Emberiza pallasi","Herbivore","Other","11","TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,14,364.617,4474.312,4.5,NA,4099.931,1326.794
"356","Emberiza pusilla","Herbivore","Other","8","FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,14.66033,NA,NA,5,NA,NA,1326.794
"357","Emberiza rustica","Herbivore","Other","9","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,20.54,NA,NA,4.61,NA,NA,1326.794
"358","Emberiza schoeniclus","Herbivore","Other","13","TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Emberizidae","Emberiza",NA,18.45,364.617,4474.312,4.5,NA,4099.931,1318.348
"359","Emys orbicularis",NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Testudines","Emydidae","Emys",NA,1028.57401430733,4017.64,43830,8.2,NA,10190.475,NA
"360","Emys trinacris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Testudines","Emydidae","Emys",NA,548.276964920854,NA,NA,NA,NA,NA,NA
"361","Epidalea calamita","Carnivore","Nocturnal","16","TRUE","1","0","1","1","1","0","0","1","0","0","1","0","0","Amphibia","Anura","Bufonidae","Epidalea",87.5,62.7,1095.75,6209.25,3450,NA,NA,NA
"362","Eptesicus bottae","Carnivore","Nocturnal","8","TRUE","0","0","1","0","0","1","0","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",NA,14.945,NA,4383,2,NA,4383,2400.9362
"363","Eptesicus gobiensis","Carnivore","Nocturnal","1","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",NA,10.056923075,NA,5661.375,1.25,NA,5661.375,2400.9362
"364","Eptesicus nilssonii","Carnivore","Nocturnal","14","TRUE","1","0","0","0","1","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",NA,11.761923075,NA,5661.84,1.5,5.4,5661.375,2400.9362
"365","Eptesicus serotinus","Carnivore","Nocturnal","12","TRUE","1","0","1","1","0","1","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",NA,22.86,NA,4562.5,1.5,7.3995,4565.625,2400.9362
"366","Eremias arguta","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Lacertidae","Eremias",NA,22.8559880337543,334.84,NA,3.62486501122742,6.9,NA,NA
"367","Eremias intermedia","Carnivore","Other","2","FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",NA,7.6,NA,NA,1.99993093481637,5.288,NA,NA
"368","Eremias persica","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Lacertidae","Eremias",NA,21.5,1095.76,5104.36875,5.00017267488489,7.9525,3520.096875,NA
"369","Eremias pleskei","Omnivore","Other","1","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",NA,5.1,730.56,NA,4,5.36,NA,NA
"370","Eremias scripta","Carnivore","Other","6","FALSE","0","0","1","1","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",NA,6.69942304708263,NA,NA,1.50001509522797,NA,NA,NA
"371","Eremias strauchi","Omnivore","Other","4","FALSE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Eremias",NA,7.565,296.79,2556.75,6.25,6.8645,NA,NA
